,CIK,CONAME,FYRMO,FDATE,FORM,SECFNAME,Positive_score,Negitive_score,Polerity_Score,Average_Sentence_length,Percentage_of_complex_words,Fog_index,Complex_word_count,Word_count,Uncertainity_score,Constraining_score,Positive_word_proportion,Negative_word_proportion,Uncertainty_word_proportion,Constraining_word_proportion
122,6201,AMR CORP,201002,17-02-2010,10-K,edgar/data/6201/0000006201-10-000006.txt,3,804,-0.992565055,99.12458417,0.405039459,39.81184945,241378,595937,4,0,5.03E-06,0.001349136,6.71E-06,0
123,6201,AMR CORP,201004,21-04-2010,10-Q,edgar/data/6201/0000006201-10-000013.txt,2,26,-0.857142827,95.50128315,0.407762381,38.36361821,45523,111641,5,0,1.79E-05,0.000232889,4.48E-05,0
124,6201,AMR CORP,201007,21-07-2010,10-Q,edgar/data/6201/0000950123-10-066894.txt,3,220,-0.973094166,30.83556323,0.221798281,12.4229446,79233,357230,4,0,8.40E-06,0.00061585,1.12E-05,0
125,6201,AMR CORP,201010,20-10-2010,10-Q,edgar/data/6201/0000950123-10-094605.txt,2,0,0.9999995,34.77516267,0.257236813,14.0129598,64613,251181,1,0,7.96E-06,0,3.98E-06,0
126,6260,ANACOMP INC,199402,14-02-1994,10-Q,edgar/data/6260/0000006260-94-000014.txt,2,0,0.9999995,1.499798468,0.354474604,0.741709229,1319,3721,1,0,0.00053749,0,0.000268745,0
127,6260,ANACOMP INC,199405,12-05-1994,10-Q,edgar/data/6260/0000006260-94-000016.txt,2,0,0.9999995,1.379774463,0.331399947,0.684469764,1257,3793,1,0,0.000527287,0,0.000263644,0
128,6260,ANACOMP INC,199712,29-12-1997,10-K,edgar/data/6260/0000006260-97-000011.txt,3,12,-0.59999996,2.268417854,0.395618135,1.065614395,13290,33593,4,4,8.93E-05,0.000357217,0.000119072,0.000119072
129,6260,ANACOMP INC,199802,17-02-1998,10-Q,edgar/data/6260/0000006260-98-000001.txt,2,3,-0.19999996,2.922941694,0.38893344,1.324750054,3880,9976,0,1,0.000200481,0.000300722,0,0.000100241
130,6260,ANACOMP INC,199805,13-05-1998,10-Q,edgar/data/6260/0000006260-98-000003.txt,2,5,-0.428571367,1.955189456,0.320357263,0.910218688,1901,5934,0,1,0.000337041,0.000842602,0,0.00016852
131,6260,ANACOMP INC,199808,14-08-1998,10-Q,edgar/data/6260/0000914121-98-000672.txt,2,6,-0.499999938,3.050952937,0.350841407,1.360717738,2752,7844,0,1,0.000254972,0.000764916,0,0.000127486
132,6260,ANACOMP INC,199812,29-12-1998,10-K405,edgar/data/6260/0001047469-98-045227.txt,10,14,-0.16666666,2.735444243,0.385527689,1.248388773,12190,31619,9,10,0.000316266,0.000442772,0.000284639,0.000316266
133,6260,ANACOMP INC,199902,11-02-1999,10-Q,edgar/data/6260/0000006260-99-000005.txt,2,4,-0.333333278,11.19038817,0.365378262,4.622306573,2212,6054,0,1,0.00033036,0.00066072,0,0.00016518
134,6260,ANACOMP INC,199905,17-05-1999,10-Q,edgar/data/6260/0000006260-99-000007.txt,2,7,-0.555555494,17.40748231,0.355773699,7.105302402,6125,17216,0,1,0.000116171,0.000406599,0,5.81E-05
135,6260,ANACOMP INC,199908,13-08-1999,10-Q,edgar/data/6260/0000006260-99-000010.txt,2,4,-0.333333278,12.13540197,0.35251046,4.995164974,3033,8604,0,1,0.00023245,0.0004649,0,0.000116225
136,11860,BETHLEHEM STEEL CORP /DE/,199811,12-11-1998,10-Q,edgar/data/11860/0000011860-98-000022.txt,6,11,-0.29411763,14.09832636,0.377726666,5.79042121,5091,13478,1,4,0.00044517,0.000816145,7.42E-05,0.00029678
137,11860,BETHLEHEM STEEL CORP /DE/,199903,24-03-1999,10-K405,edgar/data/11860/0001021408-99-000543.txt,4,9,-0.384615355,9.754144198,0.358054014,4.044879285,34974,97678,0,5,4.10E-05,9.21E-05,0,5.12E-05
138,11860,BETHLEHEM STEEL CORP /DE/,199905,14-05-1999,10-Q,edgar/data/11860/0000011860-99-000025.txt,2,2,0,8.003552398,0.352197071,3.342299787,1587,4506,0,1,0.000443853,0.000443853,0,0.000221926
139,11860,BETHLEHEM STEEL CORP /DE/,199906,29-06-1999,10-K/A,edgar/data/11860/0000011860-99-000030.txt,2,1,0.333333222,12.78341014,0.329127614,5.245015101,1826,5548,0,0,0.00036049,0.000180245,0,0
140,11860,BETHLEHEM STEEL CORP /DE/,199908,05-08-1999,10-Q,edgar/data/11860/0000011860-99-000035.txt,2,2,0,8.717948718,0.357058824,3.630003017,1821,5100,0,1,0.000392157,0.000392157,0,0.000196078
141,11860,BETHLEHEM STEEL CORP /DE/,199911,02-11-1999,10-Q,edgar/data/11860/0000011860-99-000042.txt,2,2,0,16.85914397,0.371168759,6.892125091,8041,21664,0,1,9.23E-05,9.23E-05,0,4.62E-05
142,11860,BETHLEHEM STEEL CORP /DE/,200003,09-03-2000,10-K,edgar/data/11860/0000011860-00-000019.txt,4,19,-0.652173885,12.40577604,0.396566618,5.120937064,54171,136600,2,17,2.93E-05,0.000139092,1.46E-05,0.000124451
143,11860,BETHLEHEM STEEL CORP /DE/,200005,03-05-2000,10-Q,edgar/data/11860/0000011860-00-000022.txt,2,2,0,6.517525773,0.332806074,2.740132739,1052,3161,0,1,0.000632711,0.000632711,0,0.000316356
144,11860,BETHLEHEM STEEL CORP /DE/,200006,28-06-2000,10-K/A,edgar/data/11860/0000011860-00-000025.txt,2,1,0.333333222,18.41791045,0.342787682,7.504279252,1692,4936,0,0,0.000405186,0.000202593,0,0
145,11860,BETHLEHEM STEEL CORP /DE/,200007,26-07-2000,10-Q,edgar/data/11860/0000011860-00-000028.txt,2,2,0,7.453510436,0.331720978,3.114092566,1303,3928,0,1,0.000509165,0.000509165,0,0.000254582
146,11860,BETHLEHEM STEEL CORP /DE/,200010,25-10-2000,10-Q,edgar/data/11860/0000011860-00-000038.txt,2,2,0,7.232142857,0.344444444,3.030634921,1395,4050,0,1,0.000493827,0.000493827,0,0.000246914
147,12239,SPHERIX INC,200704,02-04-2007,10-K,edgar/data/12239/0001104659-07-024804.txt,8,10,-0.111111105,10.71593578,0.343853409,4.423915675,95703,278325,18,5,2.87E-05,3.59E-05,6.47E-05,1.80E-05
148,12239,SPHERIX INC,200705,16-05-2007,NT 10-Q,edgar/data/12239/0001104659-07-040463.txt,2,1,0.333333222,10.52093973,0.320873786,4.336725408,3305,10300,0,0,0.000194175,9.71E-05,0,0
149,12239,SPHERIX INC,200705,18-05-2007,10-Q,edgar/data/12239/0001104659-07-041441.txt,2,0,0.9999995,10.92997097,0.339740398,4.507884548,20468,60246,0,0,3.32E-05,0,0,0
150,12239,SPHERIX INC,200705,23-05-2007,10-K/A,edgar/data/12239/0001104659-07-042333.txt,8,10,-0.111111105,10.71991122,0.345063936,4.425990061,96660,280122,18,5,2.86E-05,3.57E-05,6.43E-05,1.78E-05
151,12239,SPHERIX INC,200708,14-08-2007,10-Q,edgar/data/12239/0001104659-07-062470.txt,2,0,0.9999995,10.74353312,0.343982148,4.435006108,35145,102171,0,0,1.96E-05,0,0,0
