,CIK,CONAME,FYRMO,FDATE,FORM,SECFNAME,Positive_score,Negitive_score,Polerity_Score,Average_Sentence_length,Percentage_of_complex_words,Fog_index,Complex_word_count,Word_count,Uncertainity_score,Constraining_score
136,11860,BETHLEHEM STEEL CORP /DE/,199811,1998-11-12,10-Q,edgar/data/11860/0000011860-98-000022.txt,6,11,-0.2941176297577865,14.098326359832635,0.3777266656774002,5.7904212102040145,5091,13478,1,4
137,11860,BETHLEHEM STEEL CORP /DE/,199903,1999-03-24,10-K405,edgar/data/11860/0001021408-99-000543.txt,4,9,-0.3846153550295881,9.754144198122626,0.35805401420995514,4.0448792849330335,34974,97678,0,5
138,11860,BETHLEHEM STEEL CORP /DE/,199905,1999-05-14,10-Q,edgar/data/11860/0000011860-99-000025.txt,2,2,0.0,8.003552397868562,0.3521970705725699,3.3422997873764535,1587,4506,0,1
139,11860,BETHLEHEM STEEL CORP /DE/,199906,1999-06-29,10-K/A,edgar/data/11860/0000011860-99-000030.txt,2,1,0.33333322222225925,12.783410138248847,0.32912761355443404,5.2450151007213135,1826,5548,0,0
140,11860,BETHLEHEM STEEL CORP /DE/,199908,1999-08-05,10-Q,edgar/data/11860/0000011860-99-000035.txt,2,2,0.0,8.717948717948719,0.35705882352941176,3.6300030165912522,1821,5100,0,1
141,11860,BETHLEHEM STEEL CORP /DE/,199911,1999-11-02,10-Q,edgar/data/11860/0000011860-99-000042.txt,2,2,0.0,16.859143968871596,0.3711687592319055,6.892125091241401,8041,21664,0,1
142,11860,BETHLEHEM STEEL CORP /DE/,200003,2000-03-09,10-K,edgar/data/11860/0000011860-00-000019.txt,4,19,-0.6521738846880919,12.405776042139678,0.3965666178623719,5.12093706400082,54171,136600,2,17
143,11860,BETHLEHEM STEEL CORP /DE/,200005,2000-05-03,10-Q,edgar/data/11860/0000011860-00-000022.txt,2,2,0.0,6.517525773195876,0.3328060740272066,2.7401327388892334,1052,3161,0,1
144,11860,BETHLEHEM STEEL CORP /DE/,200006,2000-06-28,10-K/A,edgar/data/11860/0000011860-00-000025.txt,2,1,0.33333322222225925,18.417910447761194,0.3427876823338736,7.504279252038027,1692,4936,0,0
145,11860,BETHLEHEM STEEL CORP /DE/,200007,2000-07-26,10-Q,edgar/data/11860/0000011860-00-000028.txt,2,2,0.0,7.453510436432638,0.3317209775967413,3.1140925656117515,1303,3928,0,1
146,11860,BETHLEHEM STEEL CORP /DE/,200010,2000-10-25,10-Q,edgar/data/11860/0000011860-00-000038.txt,2,2,0.0,7.232142857142858,0.34444444444444444,3.0306349206349203,1395,4050,0,1
147,12239,SPHERIX INC,200704,2007-04-02,10-K,edgar/data/12239/0001104659-07-024804.txt,8,10,-0.11111110493827196,10.715897277942476,0.343851051292738,4.423899331694087,95702,278324,18,5
148,12239,SPHERIX INC,200705,2007-05-16,NT 10-Q,edgar/data/12239/0001104659-07-040463.txt,2,1,0.33333322222225925,10.52093973442288,0.320873786407767,4.336725408332259,3305,10300,0,0
149,12239,SPHERIX INC,200705,2007-05-18,10-Q,edgar/data/12239/0001104659-07-041441.txt,2,0,0.9999995000002501,10.929970972423805,0.33974039770275205,4.5078845480506216,20468,60246,0,0
150,12239,SPHERIX INC,200705,2007-05-23,10-K/A,edgar/data/12239/0001104659-07-042333.txt,8,10,-0.11111110493827196,10.71987294783973,0.3450615983806998,4.425973818488171,96659,280121,18,5
151,12239,SPHERIX INC,200708,2007-08-14,10-Q,edgar/data/12239/0001104659-07-062470.txt,2,0,0.9999995000002501,10.74353312302839,0.3439821475761224,4.435006108241804,35145,102171,0,0
